;;;
Das Fotobuch hat eine eigene Kultur, mit Festivals, speziellen Verlagen und einer eigenen Geschichte. Seine Gestaltung geschieht oft in Zusammenarbeit zwischen Fotograf·in und Buchgestalter·in. Ein Projektkurs mit Vorträgen von Alexa Becker, Michael Grieve, Vincent Kohlbecher, Philipp Meuser, Anne Schönharting, Linn Schröder und Enka Springub.;Typo Unchained/It’s Alive;Aisha-Lu Lulu Grosche/Andreas Wein/Anthea Friebe/Antje Loka/Antonia Höllen/Carl Riesselmann/Christopher Thomas/Fam-Catherine Fami Löber/Fara Kloß/Hannah Matern/Ivan Lüt/Jesse Dommermuth/Jonathan Kopetzky/Jonna Dettmann/Julia Barisch/Julian Ebel/Kaja Wetzel/Kristine Sørensen/Matija Resman/Morten Kölpin/Paul Müller/Viola Sänger;Prof. Stefan Stefanescu und Jan Vincent Dufke
Unser Semester war sportlich: In vier dreiwöchigen Sessions – Grid, Transformation, Poesie und Sound – entstanden jeweils ein digitales und ein analoges Textplakat, auf denen die Typografie in Bewegung geriet. Unterstützung erhielten wir von Expert:innen wie Nele Ewert (Poesie & Code) und Stefan Troschka (Musik & Performance), die uns neue Perspektiven auf Schrift, Rhythmus und Inszenierung eröffneten. Wir gestalteten ausschließlich mit geometrischen, typografisch-grafischen Elementen und experimentieren mit HTML, CSS, inspiriert durch unsere analogen Experimente.;Hope you like it!;Emily Brünjes/Florian Büchel/Linh (Thuy Linh) Dang/Julian Ebel/Pauline Ernst/Quentin Haller/Leo Hölsmann/Hannah Matern/Ana Molina Caminero/Marie Nordhoff/Hanna Ott/Tabea Prante/Carlotta Ramson/Matija Resman/Jana Rienhardt/Carl Riesselmann/Pino Roloff/Lara Schwiegelshon/Annabelle Treuheit/Joschka Wagner/Lotta Wolfinger/;Prof. Heike Grebin, Simon Thiefes, Niklas Schönemann, Frua Höft, Julia Biedasiek
